sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,text
26,26,31,30,40,0,1,0,0,1,رغم خيبة الأمل الكبيرة في تجربتي الدراسية خصوصا أثناء تحضير الدكتوراه، إلا أنني لم أندم على اتخاد هذه الخطوة، بسبب تأثيرها المباشر و غير المباشر أيضا على تغيير نمط تفكيري و طريقة نظري للعالم و التي لا زالت تتطور و تتغير في انتظار مستقبل أفضل و أسعد.
28,29,30,33,38,1,1,0,0,1,الخوف من المسقبل بكثرة التخمينات والشعوربالتقصيرفي المسؤلية اتجاه دور الفاعل الاجتماعي و البحث العلمي والنضال على المستوى المهني وحمل هم الاخرين والمشاركة في حل مشاكلهم وخصوصا المقربين مني بااضافة الى ربط سعادتي بالاخرين وحب التفوق والطموح الى الشخصية المثالية والخوف من الاخفاق في التجارب
26,23,38,30,36,0,0,1,0,0,كثيرا ما تثير اهتمامي المواضيع المتعلقة بعلوم التربية وفهم الذات وفن التعامل مع الاخرين.. هذا الشغف دفعني الى اعادة التسجيل بالكلية لدراسة علم النفس والتخصص فيه مستقبلا .. هذه التجربة شكلت منعطفا خاصا انعكست آ ثاره ايجابا على حياتي الشخصية والعملية والأسرية .. حيث غمرتني السعادة وأنا أدرس ما أحب .. استمتعت بكل جديد أستطيع من خلاله ان افهم نفسي ومن حولي أكثر فأكثر .. أصبحت أكثر تفهما لاحتياجات ابني وتلامذتي ولخصوصيات المرحلة التي يمرون منها.. أكثر معرفة بأنماط الشخصيات السوية وغير السوية ..  أكثر ادراكا لدوافع السلوكات التي تصدر عن الاخرين ..   
33,19,39,40,47,1,0,1,1,1,"أقبل على  العمل وأنا  سعيدة... إذا  أحسست أن مزاجي سيئا  اسارع إلي معانقة أمواج  البحر... أو الكتابة... أو قراءة ما يسليني أو الخروج في  نزهة مع صديقتي  لتجديد طاقتي... 
الحياة حلوة و تستحق أن  تعاش  بحب فلماذا نسمح  للاحزان باقتحام عالمنا الجميل... ؟"
26,17,36,34,38,0,0,1,1,1,"لقد تأكدت لدي فكرة أن الحياة قاعة امتحان كبيرة يجتاز فيها الناس جميعا اختبارات مستمرة ومتوالية وأنا أشعر بأنني لم أشتغل في بعض المواد كما ينبغي وفي البعض الآخر ربما أكون قد توفقت أكثر. أنا الآن في الأشواط الأخيرة من الامتحان، أرجو أن تكون أعمالي الختامية أفضل بكثير من أعمالي الماضية. فلا أدري متى ينتهي الامتحان بالنسبة إلي وتجمع صحائفي ثم تصحح وتعرض علي النتيجة.
أشعر بأن رحلة حياتي كانت قصيرة جدا ولكنها حاسمة في تقرير مصيري في الحياة الأبدية التي تنتظرني. وبالرغم من تقصيري في أداء الامتحان فإنني مطمئن إلى رحمة الله عز وجل، كوني عشت لا أشرك في وحدته وأحسست دائما برعايته وحكمته في الأزمات التي مرت بي، ولذا لن يتخلى عني يوم الحساب."
28,22,36,29,33,1,0,1,0,0,تجربتي الجامعية كانت من اروع و اجمل تجربة مررت بها لحد الان. كانت تجربة رائعة بكل مقايسها الحلوة و المرة. كانت لها تاثير كبير على شخصيتي و على مسيرتى وايضا على محيطي، بحيث اكتسبت العديد من الافكار الجميلة و المختلفة التي غيرة نظرتي الكثير من الاشيء التي مكنتني من معرفة ما يريده شخصي و ما يجعلني راضية و سعيدة، كما مكنتني من التعرف على اشخاص بصمو وجودهم في حياتي. 
27,20,32,22,31,1,0,0,0,0,هذا الاسبوع كان حافلا بالمتحانات. التي لم اتمكن من اجتيازها كما تصورت. فاصبت بخيبت امل و احباط مما جعلني احزن كثيراً، لكن لطالما تجاوزت هذا الحزن و اعقاد العزيمة و اراد جديدتن في التحصيل في الامتحانات القادمة
24,24,32,33,38,0,0,0,0,1,"تجربتي في الجامعة كانت جيدة الكثير من الاحلام و العمل و المثابرة فيها طورت جانبا من شخصيتي المستقلة الواعية بداتها و طموحاتها.
في العمل جربت الكثير من الاماكن و الاعمال لا احب الروثين و اسعى دائما لتعلم الجديد و التمكن من ما اقوم به.
اسبوع مليئ بالاحداث في خضم تغيير على المستوى الشخصي."
15,29,41,38,33,0,1,1,1,0,"خلال فترة الدراسة تعلمت كيف اكون انسانة اجتماعية منفتحة على الكل بالمشاركة في الحملات التطوعية والأعمال الخيرية نظرا لما تمنحني من طمأنينة البال وراحة نفسية و تبعدني عن ضغوطات الدراسة التي اتسمت بصعوبتها. ولكن تبقى من احسن الفترات في حياتي حيث إبتعدت عن اهلي و ابتدأت اتحمل مسؤوليات اكبر و اتعرف على نفسي اكثر و اتعرف على قدراتي و مخاوفي ، كونت صداقات جديدة و تعلمت الصبر . كنت عصبية ولكن نقية القلب يعني مافي قلبي علي لساني و حتى عصبيتي كانت مبررة و ليست من فراغ ..لا احب النفاق و احب أن أتقن اي عمل وكلت به ملتزمة بمبدأ ""رحم الله من عمل عملا فأتقنه"". وعليه فشخصيتي التي انا عليها اليوم تكونت في هذه الفترة."
26,29,34,33,46,0,1,0,0,1,"أنا اشعر بالملل بسرعة ,اسعى دائما للبحث عن التعلم والجديد و الابداع و التخيل، افضل الأوقات هي التي أقضيها في عالمي الخاص اتعلم وأبدع، و احسنها هي التي أستطيع أن أبلغ فيها ما تعلمته للآخرين. لكني فوضوي وأشعر احيانا بعدم القدرة على مواجهة الضغوط"
33,23,43,44,42,1,0,1,1,1,"العمل هواية يجب أن نستمتع بها.
الأسرة عبارة عن مجموعة من أشخاص مفروضين علينا ولكن لديهم احتمالية أكبر لأن يكونوا شبهنا.
المهاجر طائر يسمح بمزج الجينات والثقافات والعلوم. بدونه، يكون الجنس البشري في خطر الانقراض.
أحب القراءة والدراسة لدرجة أنني جعلتها مهنتي وعملي.
لن أتمكن أبدًا من القول إنني أعرف لأنني أكتشف مع كل خطوة أنها معرفة قليلة جدًا.
إذا كنت لا تعرف حتى لماذا وضعنا نقطة أو نقطتين أو ثلاث نقاط على الحروف، فكيف تسمح لنفسك أن تقول أنك تعرف اللغة العربي؟ "
23,12,38,33,36,0,0,1,0,0,بحكم صغر سني، أريد تحقيق عدة أشياء على المستوى الدراسي أو المهني و على المستوى الشخصي. أنا لست من اللذين يضعون الخطط، أحب تقرير الأشياء في وقتها. لكن على الرغم من كل هذا أرى نفسي أنني دائما ما أتخذ القرار الصحيح و أسير كذلك في الطريق الصحيح.
34,20,37,38,43,1,0,1,1,1,الحمد لله الذي بنعمته تتم الصالحات.  نجاحاتنا في العمل في البيت في الاسرة كله يتم بتوفيق و تسديد من الله سبحانه وتعالى. نسال الله سبحانه وتعالى ان يرزقنا القوة والصبر والثبات على انجاز كل مهامنا وتادية مسؤولياتنا على احسن وجه ويجعلنا لبنة لبناء هذا الوطن وليس معولا يهدم ما بنى الاخرون. فاللهم يارب وفقنا في عملنا واجعله عملا موفقا وبارك لنا في عملنا واجعله عملا مباركا طيبا.
22,20,36,35,35,0,0,1,1,0,"مساري الدراسي كان مليئا بمشاعر وأفكار مختلفة أثرت سلبيا وإيجابيا على شخصيتي، بين القلق والثقة في النفس، بين الاستسلام والمثابرة، بين التشاؤم والتفاؤل ....
بصفة عامة، كل التجارب التي مررت بها خلال الدراسة كانت مصدر 

 "
27,22,36,30,36,1,0,1,0,0,"مكنتني الجامعة من معرفة شخصيتي بشكل أدق و على تطويرها، كذلك، لعبت البيئة الجامعية دور في اكتسابي مهارات التواصل.
لكن لازال هناك بعض المقاربات المعتمدة في البيداغوجية والتي لها أثر سلبي على صحة الطلبة سواء البدنية منها أو النفسية. وكذلك يجب إعادة النظر في علاقة الأستاذ والطالب.
أمر حاليا بظروف متوترة بعض الشيء، لكن أحاول جاهدة أن لا يؤثر هذا التوتر على مزاجي اليومي.
الله المستعان "
18,28,39,29,29,0,1,1,0,0,الجامعة هي المرحلة الاطول و الاكثر اهمية حيث انها الاعوام التي تقرر مصير حياتك و فيها تتعرف على اصدقاء العمر، في هته المرحلة اكتسبت الكثير من المعارف و الاصدقاء الجدد غير اني افتقدت في الاونة الاخرة  الى العزيمة و شغف الدراسة ، اصبحت ارى ان هته الاعوام لا تنتهي و ان قلقي يزيد يوما بعد يوم 
23,29,29,32,38,0,1,0,0,1,"كنت أعمل كموظفة براتب جيد جدا و الآن افتتحت اول مشروع بهدف تحقيق الحرية المالية بعد 20 سنة بإذن الله، زوجي يساندني بشدة و اقدر له هذا كثيرا عكس والدي اللذان رفضا الفكرة في بادئ الأمر المشروع يحتاج الكثير من الصبر و المثابرة
احيانا احس بالحوية و اعمل بجد لتنزيل افكار جديدة
و أحيانا (نادرا) اصيب بالخيبة و اتمنى لو انى اعمل عملا بمدخول قار. "
28,13,37,32,37,1,0,1,0,0,"نحن الآن في العطلة الربيعية سعيدة جدا بتواجدي مع أسرتي الصغيرة والكبيرة، خصوصا أنه مر وقت طويل على إجتماعنا اخر مرة بسبب ظروف الحجر الصحي الذي سببه وباء كرونا.
أحس أن الأيام تمضي بسرعة كبيرة ونحن نعيش هذا الجو الأسري الملئ بالمشاعر الطيبة والأطفال مبتهجون يلعبون مع بعضهم البعض "
36,31,37,28,36,1,1,1,0,0,"أؤمن ان شخصيتي تغيرت مع سنين الدراسة والزواج.. أصبحت أكثر نضجا .. اتفهم اختلاف وجهات النظر وأعفي الاخرين من جدالات عقيمة لن تفيدني ولن تفيدهم .. كنتأظن نفسي قوية الشخصية غير أنني غير متأكدة من هذا الان
"
31,31,35,32,40,1,1,0,0,1,"أرى نفسي معجزة من معجزات الله .. فتاة اجتمع فيها ما تفرق في الناس .. علمية التخصص أدبية التعبير فصيحة اللسان طليقة اللسان عميقة الأفكار .. 
أحب فكرة أن يرزقني الله عديدا من المواهب دفعة واحدة و يخلق في روحي دوما الشغف و الرغبة لإنجاز مهام عديدة و خلق فرص جديدة .. 
أحب نمط شخصيتي هذا .. و أسأل الله أن يجعله نافعا للناس"
29,27,35,31,28,1,1,0,0,0,أحس بالتردد بشكل كبيير في حياتي .. لا اتخذ القرارات بسرعة و لا اكون صارمة اذا ماةتخذت قرارا او اقتنعت بموقف او فكرة .. هذا مايجعل كل الملفات مفتوحة في عقلي و قلبي، لا اقدر على اتخاذ المواقف القاطعة، مررت من تجربة طلاق من نرجسي و تعافيت الحمد لله الى ابعد الحدود بفضل الله تعالى ثم والدي ثم بعض المجهود و البحث في التعافي النفسي الذاتي
26,18,39,22,34,0,0,1,0,0,"رغم حبي و تعلقي بالكتابة إلا أن الأمر صعب حينما يتعلق بالحديث عن نفسي أو عن يومياتي أو حتى عن تجاربي .. سأختار التعبير عن نفسي بهذا الثنائي الجميل الذي يجعل من حياتي سعيدة و مريحة  :""التسامح و الحب"" .. لا يمكنني الإستمرار دونهما."
28,33,34,30,35,1,1,0,0,0,تخونني الأفكار، أو بالأحرى لست من النوع الذي يكتب تحت ضروف زمنية معينة بل حسب المزاج و لحظة استلهام، اذن حاليا ليس لدي حاليا ما اقوله و اظن ان هذه الخانة غير ضرورية حسب راي الخاص
28,25,37,36,38,1,1,1,1,1," تمنيت لو أنت اتممت الجامعة لكني بتخصص الحالي او أنني حصلت علي الماجستير وتفوقت ثابرت أكثر 
مرحلة ما بعد الجامعة أو بالأحرى إنعكاس إخفاقي بجامعة العلوم أكثر علي بشكل سلبي وبشدة فقدت حينها ثقتي بنفسي وبقدراتي 
إشتغلت لكن بمفهوم عبودي أدى إلى تدني أكبر بثقتي وتقديري لنفسي 
حاليا انا حصلت علي ديبلوم متخصص وبمرحلة السطاج أحاول كثيرا أن ألقن نفسي الحب والثقة والتقدير وأن أحصل علي عمل 
خلاصتي في 25 سنة أهم شئ يجب أن يبنى عند الفرد هو تقديره لنفسه حبه لنفسه وكذا ثقته بنفسه وإعطاء ذاته كل أنواع الاهتمام والمراعاة 
شكرا لكم "
22,26,33,33,33,0,1,0,0,0,كنت انسانة منجزة وفعالة ونشيطة تفعل أشياء كثيرة وتكتشف العالم بعد الزواج حرمت من كل هذا ولكن مع ذلك أستمتع بتربية ابني ورعاية بيتي رغم بعض الندم أحيانا ،ولكن أومن أن هذا دوري في الحياة وما ينتابني من الرغبة في الانجاز خارج البيت هومحض تأثر بالتيار الغربي
26,25,40,33,32,0,1,1,0,0,أشعر بالألم لحال خالتي أحس بالعجز حيال ما تمر به رغم أنني يمكنني مساعدتها لو قبل والداي. كان الله في عونها و في نفس الوقت لا أدري كيف أتصرف لأساعدها. أسأل الله أن يوفقنا لما فيه خيري و خيرها. 
19,33,33,22,36,0,1,0,0,0,مرت أيام كثيرة لم أشعر فيها بسعادة أو فرح أتذكره، حتى أني كدت أنسى طعم السعادة و الابتهاج .. لكني متفائلة على  الأقل أن شيئا ما سيتغير في المستقبل ، يغلبني طموحي وإيماني أن هناك الكثير من الأشياء الجميلة في انتظاري ما دمت لم أستسلم. 
24,14,41,36,38,0,0,1,1,1,اعتبر نفسي شخصا مر بظروف نفسية واجتماعية صعبة نوعا ما ساهمت في قوقعته وقلة ثقة بنفسه. لكني اشتغلت على نفسي كثيرا وطورتها، فاستعدت جزءا كبيرا من ثقتي بنفسي وتفوقت في اثبات ذاتي على المستوى الشخصي والمهني. حافظت على سماتي الاساسية التي هي الطيبة والتسامح مع نفسي ومن حولي. تجاوزت الماضي وكل من اساء الي. واعتبر اني اعيش في سلام داخلي. واعية بنواقصي في شخصيتي ولازلت اعمل عليها ومتصالحة مع نفسي الى حد كبير
16,36,34,33,32,0,1,0,0,0,مررت باسبوع شاق و مرهق بكل معنى الكلمة مليء بمشاعر الاستياء و الاحباط هذا كل ما نجني للاسف رغم ما نقدم من تضحيات الله المستعان هو اعلم بحالنا و ما يجول في خواطرنا نسأله ان ينير دربنا و يلهمنا رشدنا 
31,27,35,31,38,1,1,0,0,1,انه لمن دواعي سروري ان اقضي هذه العطلة مع اولادي وعائلتي. كان اسبوعا للراحة واعادة ترتيب الاوراق حيت لم اخذ استراحة منذ الصيف الماضي. اتمنى ان اعيد هذه الاستراحة في اقرب الاجال
21,30,34,34,33,0,1,0,1,0,"تجربتي في الجامعة كانت جميلة رغم التعب الذي احسست به فيها بما انني ام و درست بالجامعة لانه كان حلم
كونت صداقات امتدت ليومنا هذا
عدت للجامعة مرة اهري هذه الايان واحس بنشاط و مزاج معتدل خصوصا عندما يثني شخص ما علي طريقة كتابتي للمحاضرات مثلاً "
22,29,27,32,38,0,1,0,0,1,اسبوع مليء بالاحداث ومتعب احس بان ساعات اليوم لا تكفيني بين العمل والالتزامات المنزلية اما عن الدراسة فهي من اجمل مراحل الحياة التي با تتكرر وافكر بجدية ان المستوى التعليمي في الماضي يفوق بكثير المستوى الحالي
29,26,38,32,42,1,1,1,0,1,حاليا انا اعيش صراعا داخليا لعلها فترة و تمر بسلام و مشاعري ممزقة ..اجد متعة في عملي لاني اقوم به بحب و يجعلني اقضي يومي بحيوية و ابتسامة، دراستي بالجامعة لم أكن مجدة بما يكفي.
29,10,41,44,44,1,0,1,1,1,"منذ التحاقي بالجامعة، كاستاذ من اجل التدريس، إلى الآن، وانا ازاول مهمة التدريس والتاطير والبحث، مع زملائي الأساتذة والطلبة، بكل حب واخلاص واريحية وجدية والتزام وطموح..
لقد منحتني تجربة التدريس داخل المدرجات، وتجربة البحث داخل المختبرات وتجربة تاطير التداريب بالمؤسسات الاج تمكينا ذاتيا، واجتماعيا. 
وبذلك، فأنا جد فخور وجد معتز بانتمائي للمؤسسة الجامعية، وأشعر بالرضى عن عملي. واشتغل مع زملائي على مشروع طموح في البحث العلمي.. "
22,28,38,30,32,0,1,1,0,0,لدي الكثير من الاعمال لاقوم بها، ولكن احس انني مترددة و اسوف واماطل، لا اعرف ان كان هذا الاحساس طبيعيا نتيجة التراكمات و الضغوط ام لا. ام ان ذلك كسل و استجابة لوساوس الشيطان
23,19,32,34,39,0,0,0,1,1,أحس بأني امتلك قدرات لم أستطع استثمارها بالكامل سواء في الدراسة او العمل او العمل التطوعي كما ان الظروف المحيطة و الظغوطات الحياتية تزيد من تقييد فرص الاستثمار و التحرر من هذه القيود مع رغبتي الشديدة في الاستفادة مما وهبني الله في إنجاز عدة أعمال تعود بالنفع علي و على محيطي و مجتمعي 
24,20,34,34,36,0,0,0,1,0,احب النظام و الاستراتيجي في العمل مع تحديد أهداف كبيرة مشتركة و هادفة و اطمح الى ترئس فرقة عمل متكاملة متعاونة من اجل المضي قدما بالمنظومة التي انتمي اليها كما اطمح الى تجويد الحياة بنسبة لكل محيطي من انسان و حيوان و طبيعة 
23,22,36,28,31,0,0,1,0,0,"اصبحت احب عملي.
ربما لانني اصبحت اكثر ايجابية.
وهذه الايجابية انعكست على كل نواحي حياتي من بينها الجانب المهني. 
كنت اذهب بمشقة الى العمل. الحين في بعض الاحيان أشتاق لرؤية ابنائي الطلبة."
30,31,40,40,46,1,1,1,1,1,مر هذا الأسبوع حافلا بالمواقف المختلفة منها المثيرة للقلق و منها المفرحة لكن اهم حدث هو رجوع زوجي حبيبي لبيتنا، لاعبر له عن اشتياقي له حضرت له وجبة عشاء يحبها و ابريق شاي على الطريقة الحيانية 
20,23,35,30,32,0,0,0,0,0,تجربتي في الدراسة الجامعية خصوصا بعد أن ولجت أكثر من تخصص جعلتني اكثر عقلانية و حماس لمعرفة المزيد، لكنني و بصراحة أجد نفسي لازلت حديثة عهد بالعلم و أتمنى أن أواصل دراستي و أن أكون أكثر التزاما و نشاطا، خاصة في البرامج التعليمية التي أدرس بها عن بعد، أجد نفسي في حالة من الفوضى في الوقت الراهن ما بين الدراسة و البيت و بعض الأمور الخاصة بالأهل التي تتطلب مني بذل الجهد، أتمنى أن أوفق لتنظيم وقتي و أسأل الله البركة في الأهل و المال و الوقت
17,32,33,23,38,0,1,0,0,1,"يحتاج الإنسان إلى بعض الإرشادات  لتتوضح له معالم الطريق لا يمكن أن يعيش الإنسان دون هدف غياب الهدف و الرؤية يلغي وجودية الإنسان و يجعله كائنا عبثيا ،أنا الآن على أعتاب تحقيق أهداف كنت أرجوها دائما ،ها أنا الآن وصلت إلى هته الأهداف لكني لا أشعر بالرضى  
أظن  أن على الإنسان أن يجعل هدفه بعيد المدى حتى لا يفقد معنى وجوده و الأكيد أن هذا الهدف السامي الذي يجعلني أستشعر مبلغ  كينونتي هو السير إلى الله(إن إلى ربك الرجعى)."
25,37,43,37,42,0,1,1,1,1,عملي احبه و أثابر فيه احب مساعدة الاخرين و ارتاح في ذلك .فيه اجد نفسي و اطمح لتحقيق الاحسن دايما.ما ندمت على امتهانه قط.التقي فيه بالصغار و الكبار و الشيب و الشباب .اخذت فيه تجارب عدة.تجارب مفرحة و اخرى محزنة.ما اجمله من عمل و ما اشبها من مسؤولية.
25,37,42,35,41,0,1,1,1,1,عانيت كثيرا لكي اكمل دراستي خاصة بعد تعييني في الجنوب. و بعد الجامعات عن مركز عملي. لكن بعد مرور 6 سنوات و عدة محاولات للتسجيل في الجامعة لاتمم دراستي العليا. و التسجيل في سلك الدكتوراه و تحقيق حلمي. 
29,25,37,34,42,1,1,1,1,1,"الاسابيع الماضية كانت ممزوجة بالالم، الفرح، النشاط، و الحزن، لكن كان يعمها الهدوء. غالبا لا اجيد التعبير عن مشاعري، اكتفي بالضحك الكتير و العالي و النظر. مررت من احدات سيئة و جميله، هذه هي نكهة الحياة. 
"
23,31,28,29,41,0,1,0,0,1,"العاشرة و النصف مساء، 
أفتح النافذة لأشاهد الشارع ليلا، فإذا بي أراني .. أراني قبل خمس سنوات و أنا أغادر دفئ هذا المنزل لأول مرة، لأتابع دراستي بكلية العلوم و التقنيات بفاس، مزيج من التوتر و الخوف كان يملؤني حينها و الكثير من الأحلام، أمعن النظر، متى مضى كل هذا الوقت، كيف طوينا كل هذه الأيام لأصبح في سنتي الخامسة، شهور و أغادر هذه الكلية، التي عشت فيها هذه السنوات الخمس من المؤكد أنها غيرت معالمنا كثيرا .. و تركت لنا ذكريات ستعيش معنا طويلا قبل أن تندثر .. 
أحب أن أشكر الأساتذة، الأصدقاء و الأرواح الجميلة التي صادفنها في هذه الرحلة .. 
"
18,18,30,33,38,0,0,0,0,1,الدراسة الجامعية بالنسبة لي هي اولى خطواتي في فهم ولو القليل عن الحياة، كذلك يمكن إعتبارها مرحلة نضج فكري، عاطفي، اجتماعي و مرحلة مهمة في الحياة، كذلك تعلمت تحمل المسؤولية و فهم الاخرين و ضبط إنفعالاتي، كما انها كانت سلبية فيما يخص تكوين الروابط الاحتماعية، حيث اصبح الانعزال هو اسلوب حياتي شيئا ما.
26,20,36,37,45,0,0,1,1,1,اه اشعر انني يجب علي ان اه اعود اه الى طريقتي القديمة في تدبير الوقت. كما قلت ما اقصد هنا هو انه انني ارى انه يجب علي ان انام اقسم يومي الى ثلاثة اقسام. الأول اه هو العمل على تدريب اه السنة الدراسية النهائية والقسم الثاني بينما ما هو اكل وتدريبات جسدية والقسم. ثالث هو كل ما ما ما له علاقة اه معلومات جديدة او معلومات اضافية عن الجانبية. معلومات كثقافة عامة او شيءٍ من هذا القبيل
25,17,41,33,33,0,0,1,0,0,أعتقد ان الحياة عبارة عن لحظات يمكن أن تكون جيدة أو سيئة لذا على الإنسان أن ان ينظر دائما إلى الجانب المشرق من الأمور و أن يحاول أن يكون إيجابيا قدر المستطاع إذا أراد أن يكون سعيدا في حياته . هذه نظرتي للحياة
33,37,35,28,43,1,1,0,0,1,الحياة عموما امتحان، لقد خلقنا الله في هذه الأرض لكي نصيب و نخطئ، لكي نفوز و نرسب و نتعلم. الذي يسعى إلى أن يكون شخصا أفضل يوما بعد يوم قد فاز كل شيء بالنسبة لي، بغض النظر عن هفوات الماضي. 
22,31,30,30,32,0,1,0,0,0,"بخصوص دراستي فأنا أحس بنوع من الإحباط و فاقدة للعزيمة و في نفس الوقت ممتلئة كثيرا لتغيير واقعي لقد ضاع مني عام من الدراسة بأكمله و تخليت عن دراستي بكلية العلوم و التحقت بكلية أخرى و كلي أمل أن أغيِّر من نفسي و أحقق بعض النجاح لكني صدمت بواقع غير ما توقعته كل شيء تغير اتضح أنني لم أعد كما كنت في الماضي و أن ذلك ماض لن يعود لم يعد بإمكاني النجاح في أي شيء مهما أردت 
أظن أنني لم أعد أحب التغيير فمنذ ان غيرت مدينتي لأول مرة (عندما انتقلت مع أهلي  للعيش في مدينة أخرى) وأنا أتعرف على مشاعر جديدة سيئة في الأول كان كل شيء يسير جيدا تعرفت على أناس جدد كونت صداقات جديدة وحاولت التأقلم لكن كان اختلاف لون بشرتي يسبب لي المعاناة فهنالك من لم يتقبلني و بعد ان تعرفت على بعض الأصدقاء الذي لم يكن هدفهم فقط صداقتي إنما كان همهم هو يوم الإمتحان من سيساعدهم اصبح اختلافي ضعفي و أصبحت منعزلة عن نفسي لم يعد بالإمكان لأحد أن يدخل ساحتي و بعد ان نلت شهادتي انتقلت الى مدينة فاس لإتمام دراستي لكن لازالت مشاكلي نفسها  العزلة رفيقتي وحتى الكلية التي ذهبت اليها لم تكن ما أوده وكل ذلك العناء الذي بذلته ذهب هباءا و كانت هذه أول خيباتي وحتى عندما غيرت الكلية لم يتغير مابي لم استطع ان ابذل أي جهد رغم كل إرادتي للتغيير"
20,25,37,28,29,0,1,1,0,0,جل الطلبة يعانونن من صعوبة النظام في كليتنا ، هذا ما يزيد الطين بلة . أنا أعاني من القلق المستمر حول المستقبل الذي يجعلني منغمسة في تفكير سلبي يستنزف طاقتي و لا أسنطيع القيام بأي شيء آخر.
24,29,34,31,40,0,1,0,0,1,إنها أول سنة لدي بالجامعة لم أرى أي فرق بينها و بين الثانوية .أرى نفسي أنني قادرة على إكمال دراستي بها إن شاء الله . فهي لم تأثر على شخصيتي قط بل عودتمي على الصبر أكثر فأكثر للوصول إلى المبتغى بإذن الله.
22,21,37,29,41,0,0,1,0,1,بعد بداية اول عمل لي كنت احس بعدم الثقة بنفسي قليلا لكن كنت أحاول دائما أن لا أظهر هذا بعد ذلك وبعد تكني من إنجاز مهام صعبة أصبحت ثقتي بنفسي تزداد كثيرا تغيرت بعدها كثيرا أصبحت أكثر تقديرا لذاتي وأكثر اجتماعية وأكثر فخرا بنفسي وبما افعل 
28,28,31,31,41,1,1,0,0,1,بالنسبة لتجربة في الجامعة فهي بصراحة تجربة جميلة تعلمك كثير من الأمور مثلا أن تعتمد على نفسك في كل شيء ، وهي الفترة التي تحدد لك مستقبلك لذلك عليك أن تعمل بجد كي تحصل على ماتطمح إليه 
27,33,32,29,44,1,1,0,0,1,اشعر حاليا بعدم الاستقرار، و كأنني ابحث عن شيئ لا اعرف حتى ماهيته، ربما نفسي، لربما اي شيئ يبثني بالحياة، كوني لا زلت متزنا رغم شعوري القوي بالاهتزاز الداخلي، ثقتي بالله عز جلاله ان كل شيئ سيمر، فوالله ما أمطرت إلا لتزهر. 
20,27,36,28,32,0,1,1,0,0,تجربة مختلفة تماما عن المدرسة الثانوية حيث يكثر الضغط على الطالب ،مع انني احب التغيير لكن لا أعرف ماذا يحدث ربما الشعبة التي اخترتها او الجامعة لم احبها بصفة عامة ، 
27,31,35,34,37,1,1,0,1,0,انا شخص دائم التفكير يمكن أن بنو آدم  متفقون في هذه النقطة  لكن أفكاري غالبا مغلفة بقالب من السلبية..لدي طموح و أهداف كبيرة لدرجة أنها تخيفني أحياني لكن الفشل دائما مقترن بها فمثلا أقول أريد أن أحصل على معدل جيد في الجامعة..جيد جدا يفوق التخيلات و يتحدى كل من يقول أن الأمر صعب إلى مستحيل...لكن دائما توجد لكن ..لكن ماذا لو....و ماذا لو..و الأصعب أنني مقتنعة أن مجرد اللفظ بالسلبية فسأعيشها أو بشكل أصح سأسير نحوها لأحققها..و الأمر مرهق حقا..ناهيك عن كوني إجتماعيةرغبتي و فطرتي كذلك و لكن في الواقع أنني وحيدة نوعا ما ..و خجولة لا أريد قولها حتى لا أبدأ الصراع مع فكرة أنني خجولة كما كنت أفعل كل يوم منذ 12 سنة..أشعر بالراحة و أنني ربما أعرف من أكون. أتمنى أن يفيدك هذا الإستطلاع في شيء أيها الغريب و أتمنى لك كل التوفيق
15,21,37,25,27,0,0,1,0,0,"في هذه المرحلة من حياتي اعيش ضياعا لم اختبره قط، ليتني استطيع ان اقفز قفزة سريعة إلى المستقبل و أرى كيف سيكون وضعي في حال اتخذت هدا القرار الذي يؤرقني
 سأكتفي بصلاة استخارة.
"
32,8,45,45,50,1,0,1,1,1, تعد تجربتي في العمل امتدادا لتكويني الكاديمي وهي فرصة مميزة لترجمة على  ارض الواقع كل المهارات المكتسبة .وهذا التلاقح يفضي الى بلورة شخصية اكثر تفاعل مع متطلبات سوق العمل.التكوين والتجربة عنصران متلازمان لللابداع افي كل المجالات والتخصصات.
27,30,33,22,29,1,1,0,0,0, الالتزام بالنظام والتخطيط اساسي لحياة اسهل و رغم علمنا بذالك يصعب على بعضنا الالتزام بهما و جعل حياته اسهل فتجد الواحد منا يعيش في توتر مستمر وعشوائية  وفوضى مكتفيا بالتمني و التأجيل ومشاهدة الاخرين. 
36,29,42,40,45,1,1,1,1,1,"أشتغل بجد لكن دخلي هزيل
درست و اجتهدت لككني توقفت عن الدراسة في الإجازة لضروف رغم أن حلمي كان هو الماستر
أحببت لكنه تم التخلي عني بسهووووولة و بدون سبب 
حاولت أن أنجز مشروع لكنني خدلت من جديد 
و أنا الأن جسد يضهر للناس مليئ بالحيوية و الحب و الإحترام و الكل يحبني و يقدرني الحمد لله ، لكنني في حالة اكتئاب لم تفارقني مند صيف 2019 و التي جعلتني أفكر في وضع حد لحياتي و جعلتني أشعر بحزن و ألم يتعصر قلبي  
"
32,34,40,38,42,1,1,1,1,1,تجربتي في الجامعة تجربة ممتازة تعلمت الكتير من التقنيات التي ساعدتني في تنمية قدراتي الفكرية واكتساب مهارات جديدة  التي كان لها الدور في تنمية  و بناء شخصية قوية رغم ضغوطات الامتحانات 
